target_side,target_time,cue_side,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,block0.thisRepN,block0.thisTrialN,block0.thisN,block0.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,trialKey.keys,trialKey.rt,date,frameRate,expName,session,participant,
left,350,right,,,,,6,20,164,20,,,,,space,1.25643720082,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
central,50,right,,,,,6,21,165,6,,,,,space,0.939829084423,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
right,200,left,,,,,6,22,166,9,,,,,space,1.14797655847,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,350,left,,,,,6,23,167,16,,,,,space,1.22599939378,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
central,350,right,,,,,7,0,168,22,,,,,space,1.28826827153,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,200,right,,,,,7,1,169,12,,,,,space,1.26809266261,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
central,50,right,,,,,7,2,170,6,,,,,space,0.90718017234,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
right,200,right,,,,,7,3,171,13,,,,,space,1.01779730385,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
none,200,left,,,,,7,4,172,11,,,,,None,,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,50,left,,,,,7,5,173,0,,,,,space,0.88689917294,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
none,350,left,,,,,7,6,174,19,,,,,None,,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,50,right,,,,,7,7,175,4,,,,,space,0.980514003875,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
right,50,right,,,,,7,8,176,5,,,,,space,1.00124492079,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
right,350,right,,,,,7,9,177,21,,,,,space,1.20714958186,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,200,left,,,,,7,10,178,8,,,,,space,1.10315892104,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
